Timestamp,Group,Bin_group,camera_function0,camera_attributes0,camera_features0,camera_design0,camera_satisfaction0,camera0,camera_function1,camera_attributes1,camera_features1,camera_design1,camera_satisfaction1,camera1,headphone_satisfaction0,headphone_design0,headphone_attributes0,headphone_features0,headphone_function0,headphone0,headphone_design1,headphone_satisfaction1,headphone_attributes1,headphone_features1,headphone_function1,headphone1,laptop_function0,laptop_design0,laptop_attributes0,laptop_features0,laptop_satisfaction0,laptop0,laptop_design1,laptop_function1,laptop_attributes1,laptop_features1,laptop_satisfaction1,laptop1,worker_id,age,gender,education,income
3/26/2021 6:54,T,T,10,10,10,10,10,50,9,7,7,10,8,41,10,10,10,10,10,50,7,9,9,8,9,42,10,10,10,10,10,50,9,5,7,7,7,35,A136QQ0V2IMFF3,26-35,Female,Doctorate,"0 - $100,000"
3/20/2021 21:31,T,T,8,9,10,9,10,46,9,9,8,10,9,45,9,10,9,9,9,46,10,9,9,10,9,47,8,9,10,9,9,45,10,9,9,8,9,45,A13ASIJ31D76UN,26-35,Male,Bachelors,"0 - $100,000"
3/17/2021 20:32,T,T,10,10,10,10,10,50,10,1,1,6,1,19,10,10,10,10,10,50,6,8,1,2,10,27,10,10,10,10,10,50,8,9,6,7,7,37,A13CAAOJ5GP4UQ,26-35,Male,Masters,"0 - $100,000"
3/20/2021 15:13,T,T,10,10,9,9,10,48,8,10,10,9,10,47,10,10,8,9,7,44,9,7,6,6,10,38,8,5,9,10,9,41,7,7,10,5,8,37,A13JQTLPWXZD6L,26-35,Male,Masters,"$100,001 - $200,000"
4/1/2021 12:25,T,T,7,8,9,9,9,42,7,3,3,8,4,25,10,10,10,10,7,47,8,8,6,9,6,37,5,8,9,8,9,39,4,2,3,3,3,15,A141B3S3ZLY8DI,36-45,Male,Bachelors,"0 - $100,000"
3/17/2021 19:34,T,T,9,10,8,10,10,47,9,10,8,10,9,46,10,8,8,9,9,44,10,9,8,9,9,45,10,8,9,8,10,45,8,9,9,8,9,43,A147U23GFDCRW6,56+,Female,Masters,"$1,000,000+"
3/23/2021 12:23,T,T,9,9,8,7,10,43,8,8,8,8,9,41,6,5,6,5,5,27,5,5,5,6,5,26,7,6,6,5,6,30,7,7,7,7,8,36,A14DAR2DMHRW9Q,18-25,Female,Bachelors,"0 - $100,000"
3/22/2021 17:21,HC,C,9,9,8,9,10,45,10,10,9,9,10,48,9,10,8,9,6,42,9,10,9,9,10,47,6,8,8,9,9,40,8,6,8,8,10,40,A14H3LQYPOZ3MZ,36-45,Prefer not to say,Bachelors,"0 - $100,000"
3/22/2021 0:24,HC,C,4,2,7,6,5,24,4,4,6,5,1,20,5,5,5,5,9,29,5,5,5,5,5,25,8,8,8,8,8,40,8,8,8,8,8,40,A14LIKKO3A1GDY,46-55,Female,Bachelors,"0 - $100,000"
3/21/2021 8:46,T,T,9,9,9,9,9,45,9,9,9,9,9,45,9,9,9,9,9,45,9,9,9,9,9,45,9,9,9,9,9,45,9,9,9,9,9,45,A14R1R5JSLG344,26-35,Male,Bachelors,"0 - $100,000"
3/20/2021 19:24,T,T,10,10,10,10,10,50,10,10,10,10,10,50,6,6,6,6,6,30,10,10,10,10,10,50,10,10,10,10,10,50,10,10,10,10,10,50,A14Z1JSAR9JEON,56+,Male,Masters,"$200,001 - $300,000"
3/20/2021 17:53,T,T,10,10,10,9,10,49,10,10,10,10,9,49,10,10,9,10,10,49,10,10,9,10,10,49,10,10,10,9,10,49,10,10,10,10,9,49,A15A618QS7DD79,26-35,Male,Bachelors,"$500,001 - $1,000,000"
3/27/2021 12:11,T,T,9,8,7,7,8,39,9,9,9,8,8,43,7,7,7,7,7,35,6,5,5,5,5,26,8,8,8,8,8,40,4,4,3,4,4,19,A15BEEOUVMLFRB,26-35,Female,Bachelors,"0 - $100,000"
3/20/2021 18:55,T,T,6,6,6,7,5,30,6,6,8,6,6,32,9,8,7,8,8,40,8,7,8,8,9,40,8,7,8,8,7,38,8,8,8,8,8,40,A15F2JTVAJXITI,36-45,Female,Masters,"$200,001 - $300,000"
3/27/2021 4:54,HC,C,9,9,10,8,10,46,9,9,8,7,10,43,7,6,7,9,4,33,7,7,8,7,4,33,10,9,10,10,10,49,10,10,9,10,10,49,A15UX71CYG3346,18-25,Male,High school/GED,"0 - $100,000"
4/2/2021 6:14,T,T,9,9,9,9,10,46,10,10,10,10,10,50,9,9,9,9,9,45,9,9,9,9,9,45,10,10,10,10,10,50,10,10,10,10,10,50,A15X9KAJB8M54B,56+,Female,Bachelors,"$100,001 - $200,000"
3/23/2021 8:21,T,T,6,10,7,10,8,41,10,6,6,8,10,40,8,5,6,8,6,33,5,7,7,4,7,30,10,10,10,8,10,48,10,8,10,10,10,48,A165OXQ6OK4M5Y,26-35,Female,Bachelors,"0 - $100,000"
4/3/2021 21:30,T,T,7,7,8,6,7,35,7,7,8,7,6,35,6,7,7,8,6,34,7,7,7,6,6,33,7,6,7,7,6,33,7,6,6,7,7,33,A16HADUMCP3OS6,26-35,Male,Bachelors,"$100,001 - $200,000"
3/20/2021 2:39,T,T,10,10,10,6,10,46,10,10,10,6,10,46,10,7,10,10,1,38,7,10,9,10,1,37,5,8,9,10,9,41,8,5,9,10,9,41,A16Q72BHJ5HO3F,56+,Female,Bachelors,"0 - $100,000"
3/20/2021 20:07,LC,C,9,10,9,10,9,47,10,10,10,9,10,49,9,10,10,9,9,47,10,9,10,10,9,48,10,10,10,9,9,48,10,10,9,9,10,48,A16QR0D9MVFMS7,26-35,Male,Bachelors,"0 - $100,000"
3/19/2021 0:28,T,T,7,7,10,8,7,39,8,7,7,6,7,35,6,8,7,8,8,37,8,8,8,8,8,40,8,7,8,8,7,38,9,10,8,9,7,43,A175Y56LRLNX79,18-25,Female,High school/GED,"$100,001 - $200,000"
3/20/2021 21:15,T,T,7,9,9,8,9,42,9,9,8,8,9,43,7,9,8,10,8,42,9,8,9,8,9,43,8,9,10,9,8,44,9,8,7,8,9,41,A179LPB3NPSEF8,26-35,Male,Bachelors,"0 - $100,000"
3/17/2021 21:07,T,T,6,8,8,9,7,38,8,9,7,8,7,39,7,8,8,6,8,37,8,6,6,7,9,36,7,6,8,8,6,35,9,8,8,6,8,39,A182N7RLXGSCZG,26-35,Male,Bachelors,"$100,001 - $200,000"
4/3/2021 18:01,T,T,7,6,5,7,8,33,7,8,6,9,9,39,8,6,6,7,3,30,5,3,4,3,2,17,5,10,8,9,10,42,8,3,6,6,7,30,A183BXKTSGWVJE,36-45,Male,Bachelors,"0 - $100,000"
3/19/2021 12:37,LC,C,8,6,8,9,7,38,7,7,8,6,8,36,8,7,8,9,8,40,7,7,8,8,7,37,8,10,8,7,6,39,9,6,8,7,8,38,A18BBM4JCRJCZ7,26-35,Male,Bachelors,"$300,001 - $500,000"
3/29/2021 16:18,T,T,9,9,8,8,7,41,10,9,9,9,8,45,10,10,10,10,10,50,10,10,10,10,10,50,6,9,9,9,8,41,8,5,9,9,8,39,A18GYVN178ZNVG,18-25,Female,Bachelors,"0 - $100,000"
3/23/2021 7:16,LC,C,8,8,8,8,8,40,9,9,8,8,9,43,8,8,8,8,7,39,8,8,8,8,7,39,9,9,9,9,9,45,9,9,9,9,9,45,A18ZB5H0DQOOIB,56+,Female,High school/GED,"0 - $100,000"
3/21/2021 11:54,LC,C,8,8,8,8,8,40,9,9,9,9,9,45,8,9,9,9,7,42,7,8,8,7,8,38,8,9,10,7,8,42,6,8,8,7,8,37,A19DCJOBAP83XY,46-55,Male,High school/GED,"0 - $100,000"
3/22/2021 4:19,HC,C,9,9,10,8,8,44,8,9,8,9,9,43,9,8,9,8,9,43,8,9,8,9,8,42,7,8,8,9,9,41,9,9,8,9,8,43,A19FSND0BO2IUT,46-55,Female,Bachelors,"$300,001 - $500,000"
3/23/2021 18:59,T,T,8,8,9,9,9,43,9,9,8,8,9,43,9,9,10,9,10,47,9,9,9,9,10,46,9,9,9,9,10,46,9,9,9,9,10,46,A19W7ODDBWMSVK,26-35,Male,Bachelors,"0 - $100,000"
3/20/2021 18:12,LC,C,8,10,8,9,10,45,10,10,10,10,10,50,8,9,10,7,7,41,10,10,10,10,10,50,6,10,7,8,10,41,10,10,10,10,10,50,A19Z68L0RHQVWL,36-45,Female,High school/GED,"0 - $100,000"
3/26/2021 17:10,HC,C,5,9,10,9,10,43,6,9,9,9,8,41,9,9,8,8,7,41,8,7,8,8,7,38,10,10,10,10,10,50,10,10,10,10,10,50,A19ZKK53450WS9,26-35,Male,High school/GED,"0 - $100,000"
3/20/2021 16:17,T,T,6,8,9,8,9,40,7,8,9,9,8,41,8,9,9,10,8,44,8,9,10,9,8,44,8,9,9,10,9,45,8,8,9,9,9,43,A1A3IZ30V2JU65,46-55,Male,Bachelors,"0 - $100,000"
3/20/2021 8:51,T,T,6,8,8,8,9,39,8,8,8,8,9,41,8,8,8,8,6,38,8,9,9,8,6,40,4,9,9,9,9,40,9,4,8,9,9,39,A1A7202QGWT4YZ,26-35,Female,Bachelors,"0 - $100,000"
3/20/2021 19:39,T,T,10,9,9,9,9,46,9,9,10,8,9,45,10,9,9,9,9,46,9,8,9,9,8,43,10,10,10,9,10,49,9,9,9,9,10,46,A1ANS0LT8M32JD,36-45,Male,Bachelors,"$500,001 - $1,000,000"
3/19/2021 6:02,T,T,10,10,7,10,8,45,8,8,10,10,10,46,10,10,10,9,9,48,9,9,10,10,10,48,10,10,9,10,10,49,9,10,10,8,10,47,A1AOO6F7NAT9YB,46-55,Male,Bachelors,"$100,001 - $200,000"
3/22/2021 3:55,LC,C,9,9,10,9,10,47,10,10,10,10,10,50,7,6,7,7,7,34,10,10,10,10,10,50,8,8,8,8,8,40,10,10,10,10,10,50,A1APUWC5IMC5NV,36-45,Non-binary,Bachelors,"0 - $100,000"
4/3/2021 20:05,LC,C,9,10,10,10,5,44,7,9,10,10,8,44,10,10,10,10,9,49,10,10,10,10,10,50,2,10,4,9,6,31,6,7,2,9,6,30,A1B2NCYZRZVNBV,18-25,Female,High school/GED,"0 - $100,000"
3/21/2021 1:28,T,T,6,8,6,8,8,36,6,8,8,7,6,35,9,9,7,7,8,40,7,8,7,7,9,38,9,7,9,6,8,39,5,7,6,7,7,32,A1B71UG788ETJO,26-35,Male,Bachelors,"0 - $100,000"
3/22/2021 12:33,HC,C,8,7,6,6,7,34,8,6,6,5,7,32,5,5,6,5,6,27,4,4,4,4,4,20,5,5,5,5,5,25,5,9,5,5,7,31,A1BDJMFP24FBGL,18-25,Female,High school/GED,"0 - $100,000"
3/18/2021 6:42,T,T,9,10,7,10,10,46,10,10,7,8,10,45,10,10,10,10,7,47,6,9,9,9,9,42,10,7,9,6,9,41,10,8,10,6,10,44,A1BQKP971LFCYL,36-45,Female,High school/GED,"0 - $100,000"
3/17/2021 22:56,T,T,10,10,10,10,10,50,10,10,10,10,10,50,9,10,10,10,10,49,10,10,10,10,10,50,10,10,10,10,10,50,10,10,10,10,10,50,A1CFGTNT1UHUQ8,36-45,Male,Bachelors,"$500,001 - $1,000,000"
3/21/2021 9:24,T,T,8,9,8,9,8,42,10,8,8,9,9,44,9,9,9,8,8,43,9,9,9,9,9,45,7,8,7,7,7,36,8,8,9,8,8,41,A1CHC8M7CWC254,26-35,Male,Bachelors,"$100,001 - $200,000"
3/20/2021 22:49,T,T,8,9,9,10,8,44,9,10,8,9,8,44,8,10,8,9,9,44,8,9,9,8,8,42,10,7,8,9,10,44,8,9,8,8,10,43,A1CJ2RK525JSMZ,26-35,Female,Bachelors,"$200,001 - $300,000"
3/22/2021 17:00,T,T,8,8,7,7,8,38,8,9,9,8,9,43,9,8,8,7,7,39,6,7,6,7,7,33,8,7,8,8,9,40,8,8,8,7,9,40,A1CK0419TP1UV7,18-25,Female,Bachelors,"0 - $100,000"
3/21/2021 12:06,HC,C,7,6,5,6,5,29,5,5,4,5,6,25,8,8,8,7,7,38,8,7,8,7,7,37,7,6,8,7,7,35,7,6,7,7,8,35,A1CP1H7ZHFBIFQ,26-35,Male,Bachelors,"0 - $100,000"
3/21/2021 10:46,HC,C,9,8,6,6,8,37,8,7,6,7,8,36,7,6,7,6,6,32,8,7,8,7,7,37,6,6,6,6,8,32,7,7,7,7,7,35,A1CRE2Z623JZ6V,26-35,Female,Doctorate,"0 - $100,000"
3/22/2021 12:12,HC,C,7,6,7,6,6,32,8,6,6,8,6,34,5,7,6,7,7,32,6,7,7,5,7,32,7,6,6,8,6,33,6,7,4,7,7,31,A1CSWN23S8BHQY,56+,Female,High school/GED,"0 - $100,000"
3/17/2021 23:35,T,T,10,6,6,9,9,40,8,9,7,7,8,39,7,8,7,10,10,42,8,7,7,9,7,38,8,8,7,10,10,43,10,10,8,8,8,44,A1CVAA9NN0IT5G,26-35,Male,Bachelors,"$500,001 - $1,000,000"
4/2/2021 7:40,T,T,8,8,9,8,8,41,8,8,8,8,7,39,10,9,9,9,8,45,9,9,9,8,9,44,7,8,8,9,9,41,9,9,9,9,8,44,A1CVUR9DG19T4U,46-55,Male,Bachelors,"0 - $100,000"
3/20/2021 19:33,T,T,9,9,9,7,8,42,9,9,9,7,4,38,8,8,8,8,8,40,8,9,8,8,8,41,6,9,6,6,4,31,3,7,7,7,4,28,A1D2O6O6F1KZEP,26-35,Female,Bachelors,"$100,001 - $200,000"
3/28/2021 19:52,T,T,10,10,10,10,10,50,10,10,10,10,1,41,10,10,10,10,10,50,1,1,1,1,10,14,7,6,9,9,8,39,2,2,3,2,2,11,A1D3VP8OFZGCJD,26-35,Female,High school/GED,"0 - $100,000"
3/23/2021 16:10,T,T,10,10,10,10,10,50,10,10,10,10,10,50,10,10,10,10,10,50,10,10,10,10,10,50,5,8,8,8,8,37,5,4,6,7,6,28,A1DSTNJJ60Q23O,36-45,Male,Bachelors,"$100,001 - $200,000"
3/20/2021 17:39,HC,C,10,9,8,6,8,41,7,8,10,8,7,40,9,8,9,8,7,41,9,8,9,8,10,44,9,8,9,9,10,45,9,8,8,10,9,44,A1DTBWU9CGRQ6Z,46-55,Male,Bachelors,"$500,001 - $1,000,000"
3/20/2021 18:22,T,T,9,9,9,10,10,47,9,10,10,10,10,49,9,9,10,9,10,47,10,10,9,9,10,48,9,10,9,10,10,48,10,9,10,10,9,48,A1DUH3RLI00YQM,56+,Male,Bachelors,"0 - $100,000"
3/30/2021 22:43,T,T,5,5,5,5,5,25,5,5,5,5,5,25,5,5,5,6,5,26,5,5,5,5,5,25,5,5,5,5,5,25,5,5,5,5,5,25,A1EZYP8F8PST0K,36-45,Male,High school/GED,"0 - $100,000"
3/21/2021 14:10,T,T,10,10,10,8,10,48,10,10,10,10,10,50,10,10,10,10,10,50,10,10,10,10,10,50,8,10,8,10,9,45,10,8,8,10,9,45,A1F10SQYI8GEUL,26-35,Female,Bachelors,"0 - $100,000"
3/20/2021 18:40,T,T,8,8,8,9,8,41,8,8,8,9,8,41,8,7,7,7,6,35,5,5,5,5,4,24,10,10,10,10,10,50,10,10,10,10,10,50,A1FBE9JR03MAGO,26-35,Male,High school/GED,Prefer not to say
3/20/2021 22:05,LC,C,7,9,7,8,8,39,9,6,9,7,6,37,8,9,7,8,9,41,7,9,7,9,7,39,8,9,8,8,10,43,7,9,6,8,6,36,A1FIBI3HA1WQ8I,56+,Male,Bachelors,"$300,001 - $500,000"
3/20/2021 11:22,T,T,9,8,10,8,9,44,8,9,9,9,9,44,10,10,9,10,7,46,9,9,8,8,7,41,7,10,7,8,8,40,7,7,7,8,8,37,A1FK9ABTK98JW4,36-45,Female,Bachelors,"0 - $100,000"
3/18/2021 5:00,T,T,7,5,8,7,3,30,8,8,8,7,4,35,10,5,8,10,5,38,9,8,6,3,9,35,10,5,3,9,8,35,5,8,8,5,7,33,A1FN47KACHQ5W,26-35,Male,High school/GED,"0 - $100,000"
3/20/2021 17:42,HC,C,9,9,9,9,9,45,9,9,9,9,9,45,9,9,9,9,9,45,9,9,9,9,9,45,6,8,9,8,8,39,8,6,8,8,8,38,A1G4DA61N4XPLL,36-45,Female,Masters,"0 - $100,000"
3/17/2021 20:00,T,T,7,8,8,8,9,40,7,6,7,6,7,33,7,7,6,6,7,33,6,7,6,7,6,32,7,6,6,8,7,34,2,2,1,1,5,11,A1GOT0DXTYCM4E,26-35,Male,Bachelors,"$1,000,000+"
3/26/2021 7:59,T,T,9,7,10,8,10,44,8,10,9,10,9,46,9,7,10,8,10,44,9,10,8,10,10,47,9,10,9,10,8,46,10,9,10,8,10,47,A1GV3SF9AKA8BU,46-55,Male,Bachelors,"$100,001 - $200,000"
3/21/2021 4:58,T,T,10,10,10,7,9,46,10,10,10,10,10,50,10,10,10,10,10,50,10,10,9,10,10,49,8,8,9,9,9,43,9,9,9,8,9,44,A1GXW3BYAI02GT,26-35,Female,Bachelors,"$100,001 - $200,000"
3/20/2021 19:12,T,T,7,9,5,8,5,34,8,6,8,5,9,36,5,9,4,8,5,31,8,4,9,5,9,35,7,5,9,5,8,34,5,8,5,8,7,33,A1H6DME332958N,46-55,Female,Bachelors,"$200,001 - $300,000"
3/20/2021 18:21,T,T,10,10,8,8,9,45,10,10,8,8,9,45,10,10,10,10,7,47,10,10,10,10,8,48,1,10,8,10,8,37,10,1,8,10,10,39,A1H6HOJP8FHP54,26-35,Female,Bachelors,"0 - $100,000"
3/22/2021 3:24,HC,C,4,8,7,6,7,32,8,8,8,6,8,38,7,8,7,5,3,30,8,8,8,7,5,36,3,9,8,9,9,38,9,7,9,10,10,45,A1HBG3ELFXQ4HG,26-35,Female,Doctorate,"0 - $100,000"
3/21/2021 8:02,T,T,9,9,9,9,9,45,9,9,10,10,9,47,8,8,8,8,8,40,8,3,7,9,9,36,9,9,9,9,10,46,10,9,10,10,10,49,A1HBR039T867GV,56+,Female,High school/GED,"0 - $100,000"
3/21/2021 9:40,T,T,8,9,8,8,9,42,10,9,10,9,10,48,8,9,8,9,9,43,7,8,8,9,8,40,8,9,8,9,9,43,9,8,9,9,7,42,A1HBSDSSKXYTEZ,36-45,Male,Masters,"0 - $100,000"
3/21/2021 21:43,LC,C,8,9,10,10,9,46,9,9,9,10,10,47,9,10,8,8,7,42,9,8,8,10,9,44,5,8,7,8,8,36,9,5,6,7,7,34,A1HM81XU6D63AT,56+,Male,Masters,"$300,001 - $500,000"
3/31/2021 13:56,T,T,8,7,8,7,7,37,9,9,8,7,9,42,7,6,7,6,7,33,8,9,8,8,9,42,8,7,8,8,7,38,10,9,9,10,10,48,A1HYNGG8LZUV47,26-35,Male,High school/GED,"0 - $100,000"
3/27/2021 14:33,T,T,10,9,9,10,9,47,10,9,10,10,10,49,5,4,10,10,10,39,4,4,10,9,10,37,8,10,10,10,10,48,10,8,10,10,8,46,A1I65ZF7VMMECT,56+,Female,Bachelors,"$100,001 - $200,000"
3/30/2021 11:09,T,T,5,7,7,5,6,30,5,7,7,5,6,30,7,7,7,7,5,33,7,7,7,7,5,33,6,5,8,8,8,35,5,5,8,8,8,34,A1IA1UVGWONNDS,36-45,Male,Bachelors,Prefer not to say
3/20/2021 20:48,T,T,10,10,10,10,9,49,10,10,10,9,10,49,10,10,10,10,10,50,10,9,10,10,10,49,10,10,10,10,9,49,10,10,10,10,10,50,A1IC1DQ0QQBOOZ,26-35,Male,Bachelors,"$500,001 - $1,000,000"
4/6/2021 10:15,LC,C,9,9,9,9,9,45,9,9,7,9,9,43,9,7,9,9,9,43,8,9,9,9,9,44,4,7,7,8,8,34,7,4,8,8,7,34,A1ITEGLA8ZQ8TL,36-45,Female,Masters,Prefer not to say
4/4/2021 15:56,T,T,8,9,10,10,10,47,10,10,10,10,10,50,9,7,9,9,9,43,7,10,10,10,10,47,10,10,10,10,10,50,10,10,10,10,10,50,A1J2F1P89F50WO,56+,Male,Bachelors,"0 - $100,000"
3/20/2021 17:43,HC,C,8,8,7,8,8,39,8,8,8,8,8,40,8,7,8,8,8,39,7,8,8,8,8,39,8,8,8,8,8,40,7,7,8,8,7,37,A1JIBGPW0L7UJ8,56+,Female,Masters,"$100,001 - $200,000"
3/25/2021 8:32,HC,C,9,10,6,9,9,43,4,5,10,6,9,34,8,10,8,10,6,42,5,8,9,5,10,37,5,9,10,7,9,40,9,9,10,7,10,45,A1JPCC3YC36VE7,36-45,Male,Masters,"0 - $100,000"
4/1/2021 11:30,HC,C,7,9,10,10,9,45,9,10,10,10,10,49,10,10,10,10,7,47,10,10,10,10,10,50,7,10,10,10,10,47,10,10,10,10,10,50,A1JUFVE0Y67XQ0,46-55,Female,Bachelors,"0 - $100,000"
3/20/2021 10:06,T,T,7,7,7,7,7,35,7,7,7,7,7,35,7,7,7,7,7,35,7,7,7,7,7,35,6,8,8,8,8,38,8,7,8,8,8,39,A1KDLWEGWA26JI,26-35,Male,High school/GED,"0 - $100,000"
3/17/2021 21:36,T,T,5,4,7,4,6,26,7,5,5,7,4,28,5,4,5,4,5,23,5,4,4,6,3,22,7,5,4,7,5,28,6,5,4,7,5,27,A1L1S0IAPZB4MO,26-35,Female,High school/GED,"0 - $100,000"
3/26/2021 3:19,T,T,8,8,10,9,10,45,10,10,10,10,10,50,9,7,8,9,9,42,6,6,5,6,5,28,10,10,10,9,10,49,9,9,9,9,9,45,A1L6E4CSO1Y5YT,26-35,Female,Bachelors,Prefer not to say
3/20/2021 17:36,HC,C,9,9,7,9,8,42,10,9,7,9,9,44,9,9,7,7,9,41,9,8,9,9,9,44,10,9,8,9,8,44,8,9,8,10,9,44,A1L7QPDYJJG98Y,56+,Male,Bachelors,"$200,001 - $300,000"
3/19/2021 12:46,LC,C,8,9,9,8,9,43,9,9,9,9,9,45,7,7,7,7,7,35,7,7,7,7,7,35,8,7,8,9,8,40,8,8,8,9,6,39,A1LFOS4GL90HWU,36-45,Female,Masters,"$100,001 - $200,000"
3/21/2021 4:01,LC,C,8,9,9,9,9,44,9,9,9,9,9,45,8,8,8,8,8,40,8,8,8,8,10,42,9,8,8,8,8,41,9,9,8,9,9,44,A1M3HU7RRX0BXZ,36-45,Female,Doctorate,"$100,001 - $200,000"
3/23/2021 9:57,T,T,9,9,10,9,9,46,9,9,10,8,9,45,8,9,9,9,9,44,9,8,9,9,9,44,9,10,9,9,9,46,9,8,9,9,9,44,A1M40HV8OSPYOW,26-35,Male,High school/GED,"$300,001 - $500,000"
3/30/2021 14:04,T,T,9,9,10,9,10,47,10,10,10,10,10,50,10,10,10,10,10,50,10,10,10,10,10,50,9,9,9,9,9,45,10,10,10,10,10,50,A1MPNYNTLMLJCR,46-55,Female,Bachelors,"0 - $100,000"
3/21/2021 8:23,T,T,10,10,10,10,10,50,10,10,10,10,10,50,10,10,10,10,10,50,10,10,10,10,10,50,8,10,10,10,10,48,10,8,10,10,10,48,A1MTRZDRKNB9GV,56+,Female,High school/GED,"0 - $100,000"
